index,window,top_n,factor,recent_avg_weight
CSI500,504,4,cf_amount_ratio20_top20_chg20,0.24379620834528504
CSI500,504,4,cf_crowding_mom20_vol_ratio_chg20,0.24125206964416449
CSI500,504,4,cf_crowding_mom20_amount_ratio_chg20,0.23882455458101526
CSI500,504,4,cf_crowding_amount20_vol_ratio,0.23825317855168604
CSI500,504,4,cf_crowding_amount20_amount_ratio,0.2354645632638506
CSI500,504,6,cf_crowding_amount20_vol_ratio_chg20,0.17754246748504934
CSI500,504,6,cf_crowding_amount20_amount_ratio_chg20,0.17169585044135152
CSI500,504,6,cf_amount_ratio20_mean_chg20,0.1706816720639455
CSI500,504,6,cf_amount_ratio20_top20_chg20,0.16398547070806485
CSI500,504,6,cf_spread_mom20_next_concentration_chg20,0.1638461512354864
CSI500,504,6,cf_crowding_mom20_vol_ratio_chg20,0.163250582223318
CSI500,504,6,cf_crowding_amount20_vol_ratio,0.1623096082395127
CSI500,504,6,cf_crowding_amount20_amount_ratio_z,0.15986936784885414
CSI500,504,6,cf_crowding_mom20_amount_ratio_chg20,0.15921296376623123
CSI500,504,6,cf_amount_concentration_top20,0.15833342001781409
CSI500,504,6,cf_amount_ratio20_top20,0.15829233753712701
CSI500,504,6,cf_mom20_dispersion_chg20,0.15709820703782787
CSI500,504,8,cf_crowding_amount20_vol_ratio_chg20,0.13688213868755447
CSI500,504,8,cf_crowding_amount20_amount_ratio_chg20,0.13238446275249033
CSI500,504,8,cf_amount_ratio20_mean_chg20,0.13160324014111963
CSI500,504,8,cf_crowding_mom20_vol_ratio_chg20,0.12596755688626718
CSI500,504,8,cf_amount_ratio20_top20_chg20,0.1258197281812422
CSI500,504,8,cf_crowding_mom20_amount_ratio_chg20,0.12218644526700305
CSI500,504,8,cf_mom20_dispersion_chg20,0.1205461144464334
CSI500,504,8,cf_spread_mom20_next_concentration_chg20,0.11997678264956162
CSI500,504,8,cf_amount_concentration_top20,0.11936703732391661
CSI500,504,8,cf_crowding_amount20_beta_ratio,0.11878926327812679
CSI500,504,8,cf_crowding_amount20_amp_ratio,0.11820038849912463
CSI500,504,8,cf_crowding_amount20_amount_ratio,0.11755394887747751
CSI1000,126,4,cf_crowding_mom20_beta_ratio_chg20,0.31678867463281263
CSI1000,126,4,cf_above_ma20_ratio_z,0.3072833142510136
CSI1000,126,4,cf_mom20_median,0.26508304629601576
CSI1000,126,4,cf_crowding_mom20_amount_ratio_chg20,0.26456218378510643
CSI1000,126,4,cf_crowding_amount20_vol_ratio_z,0.25960948449024956
CSI1000,126,4,cf_spread_mom20_next_concentration_z,0.25864706592710224
CSI1000,126,4,cf_crowding_mom20_vol_ratio_chg20,0.2581968767417869
CSI1000,126,4,cf_amount_concentration_top20_z,0.25694653834222475
CSI1000,126,4,cf_weight_concentration_top20,0.2559070282673117
CSI1000,126,4,cf_mom20_dispersion_chg20,0.2543238033696015
CSI1000,126,4,cf_mom20_dispersion,0.25324491643262115
CSI1000,126,4,cf_crowding_amount20_beta_ratio_chg20,0.25205317356477747
CSI1000,126,6,cf_above_ma20_ratio_z,0.23610552055998063
CSI1000,126,6,cf_weighted_above_ma20_z,0.23361446272310404
CSI1000,126,6,cf_crowding_mom20_beta_ratio_chg20,0.21719577567846676
CSI1000,126,6,cf_crowding_amount20_vol_ratio_z,0.17636249168051413
CSI1000,126,6,cf_crowding_mom20_amount_ratio_chg20,0.1760889597468257
CSI1000,126,6,cf_weight_concentration_top20,0.17392245055057273
CSI1000,126,6,cf_mom20_dispersion_chg20,0.17247903622649852
CSI1000,126,6,cf_amount_concentration_top20_z,0.1715971529596445
CSI1000,126,6,cf_mom20_dispersion,0.17117887811153207
CSI1000,126,6,cf_limit_up_like_ratio,0.16856144412914056
CSI1000,126,6,cf_crowding_mom20_amp_ratio,0.16798922519874027
CSI1000,126,6,cf_crowding_mom20_vol_ratio_chg20,0.16782795659842578
CSI1000,126,8,cf_weighted_above_ma20_z,0.20720415923286736
CSI1000,126,8,cf_above_ma20_ratio_z,0.19540532652690576
CSI1000,126,8,cf_crowding_mom20_beta_ratio_chg20,0.17046026089301655
CSI1000,126,8,cf_crowding_mom20_beta_ratio_z,0.14206708712919214
CSI1000,126,8,cf_crowding_mom20_amp_ratio_chg20,0.13623188405797104
CSI1000,126,8,cf_crowding_mom20_amount_ratio_chg20,0.13441052175794507
CSI1000,126,8,cf_crowding_amount20_vol_ratio_z,0.13421154041925767
CSI1000,126,8,cf_weight_concentration_top20,0.13338940328015733
CSI1000,126,8,cf_mom20_dispersion_chg20,0.13329592383141228
CSI1000,126,8,cf_crowding_amount20_beta_ratio_chg20,0.1324911380696576
CSI1000,126,8,cf_limit_up_like_ratio,0.13104217670009627
CSI1000,126,8,cf_mom60_dispersion,0.1299910388308114
CSI1000,252,4,cf_coverage,0.26458494501371255
CSI1000,252,4,cf_crowding_mom20_beta_ratio_chg20,0.2588763190749887
CSI1000,252,4,cf_crowding_mom20_vol_ratio_chg20,0.2586457843788758
CSI1000,252,4,cf_weight_concentration_top20,0.2534020196647246
CSI1000,252,4,cf_amp20_mean,0.2517817482199513
CSI1000,252,4,cf_crowding_mom20_amount_ratio_chg20,0.25038709732690473
CSI1000,252,4,cf_mom20_dispersion_chg20,0.25020253395705294
CSI1000,252,4,cf_amount_ratio20_mean_chg20,0.24961346605439944
CSI1000,252,4,cf_mom60_dispersion,0.24902760047728434
CSI1000,252,4,cf_crowding_amount20_beta_ratio,0.24832651954151205
CSI1000,252,4,cf_crowding_amount20_amount_ratio,0.24819138978180075
CSI1000,252,4,cf_weighted_up_ratio_1d,0.24818472316400497
CSI1000,252,6,cf_coverage,0.17698523090925897
CSI1000,252,6,cf_crowding_mom20_beta_ratio_chg20,0.17569988727388305
CSI1000,252,6,cf_crowding_mom20_vol_ratio_chg20,0.17487992631747726
CSI1000,252,6,cf_weight_concentration_top20,0.17121555633700677
CSI1000,252,6,cf_amount_ratio20_mean_chg20,0.16943540764911422
CSI1000,252,6,cf_amp20_mean,0.16943373372666876
CSI1000,252,6,cf_crowding_mom20_amount_ratio_chg20,0.16916757258587128
CSI1000,252,6,cf_mom20_dispersion_chg20,0.16781501574785823
CSI1000,252,6,cf_amount_ratio20_top20_chg20,0.16735961805968974
CSI1000,252,6,cf_spread_amount20_next_concentration,0.16717645462907021
CSI1000,252,6,cf_crowding_amount20_beta_ratio,0.16566178410309307
CSI1000,252,6,cf_crowding_amount20_amount_ratio,0.16527196797615268
CSI1000,252,8,cf_crowding_mom20_beta_ratio_chg20,0.1356933392705601
CSI1000,252,8,cf_coverage,0.13267977640541026
CSI1000,252,8,cf_weight_concentration_top20,0.12999953505461567
CSI1000,252,8,cf_amount_ratio20_top20_chg20,0.12979173302167052
CSI1000,252,8,cf_amp20_mean,0.128961035855066
CSI1000,252,8,cf_crowding_mom20_amount_ratio_chg20,0.12889407565478386
CSI1000,252,8,cf_amount_ratio20_mean_chg20,0.12787650142055962
CSI1000,252,8,cf_spread_amount20_next_concentration,0.12745341430987714
CSI1000,252,8,cf_crowding_amount20_amount_ratio,0.126119484487805
CSI1000,252,8,cf_crowding_mom20_vol_ratio_chg20,0.12554462322184287
CSI1000,252,8,cf_crowding_amount20_beta_ratio,0.12544863017157912
CSI1000,252,8,cf_crowding_amount20_vol_ratio,0.12472041660808897
CSI1000,504,4,cf_amount_ratio20_top20_chg20,0.26896748160176775
CSI1000,504,4,cf_amount_ratio20_mean_chg20,0.26811486074020174
CSI1000,504,4,cf_mom20_dispersion_chg20,0.2599234890842546
CSI1000,504,4,cf_amount_ratio20_top20,0.25590253947938707
CSI1000,504,4,cf_crowding_amount20_vol_ratio,0.2505689117921732
CSI1000,504,4,cf_coverage,0.2501846254325963
CSI1000,504,4,cf_crowding_mom20_vol_ratio_chg20,0.2500730730049918
CSI1000,504,4,cf_crowding_amount20_amount_ratio_chg20,0.2467208313179257
CSI1000,504,4,cf_crowding_amount20_beta_ratio,0.24568061584459727
CSI1000,504,4,cf_crowding_amount20_amount_ratio,0.24488917621025172
CSI1000,504,4,cf_crowding_mom20_amount_ratio_chg20,0.24473134345928158
CSI1000,504,4,cf_limit_up_like_ratio,0.24186550976138832
CSI1000,504,6,cf_amount_ratio20_top20,0.17677868350642795
CSI1000,504,6,cf_crowding_amount20_vol_ratio,0.1735892939939179
CSI1000,504,6,cf_limit_up_like_ratio,0.1733516672895189
CSI1000,504,6,cf_amount_ratio20_top20_chg20,0.17320629417717515
CSI1000,504,6,cf_crowding_amount20_beta_ratio,0.1731511322876485
CSI1000,504,6,cf_crowding_amount20_amount_ratio,0.17238962518231826
CSI1000,504,6,cf_mom20_dispersion_chg20,0.17118780306505574
CSI1000,504,6,cf_amount_ratio20_mean_chg20,0.17068841628600123
CSI1000,504,6,cf_coverage,0.17025024663724037
CSI1000,504,6,cf_up_ratio_1d,0.1672422155740818
CSI1000,504,6,cf_crowding_mom20_vol_ratio_chg20,0.16541147649687002
CSI1000,504,6,cf_crowding_amount20_amount_ratio_chg20,0.1645516198290577
CSI1000,504,8,cf_amount_ratio20_top20_chg20,0.1325350425124583
CSI1000,504,8,cf_amount_ratio20_top20,0.13126282706543624
CSI1000,504,8,cf_amount_ratio20_mean_chg20,0.13070779364521584
CSI1000,504,8,cf_mom20_dispersion_chg20,0.12867499126184342
CSI1000,504,8,cf_coverage,0.12778334511061656
CSI1000,504,8,cf_crowding_amount20_vol_ratio,0.12710726381641912
CSI1000,504,8,cf_crowding_mom20_vol_ratio_chg20,0.12522736516318356
CSI1000,504,8,cf_crowding_amount20_amount_ratio,0.12498576153721036
CSI1000,504,8,cf_crowding_amount20_amount_ratio_chg20,0.1240356774606463
CSI1000,504,8,cf_crowding_amount20_beta_ratio,0.12360777377564468
CSI1000,504,8,cf_up_ratio_1d,0.12238267405068382
CSI1000,504,8,cf_limit_up_like_ratio,0.12166170467295527
STAR50,126,4,cf_spread_mom20_next_concentration_chg20,0.27195997917998094
STAR50,126,4,cf_amount_concentration_top20_chg20,0.26624167551490496
STAR50,126,4,cf_spread_amount20_ret1d,0.25839758855786327
STAR50,126,4,cf_amount_ratio20_top20,0.25758484141197885
STAR50,126,4,cf_crowding_mom20_amount_ratio_chg20,0.25523287854880405
STAR50,126,4,cf_weighted_above_ma20_chg20,0.25404169905992424
STAR50,126,4,cf_amount_ratio20_mean_z,0.25338679490450494
STAR50,126,4,cf_amount_ratio20_mean,0.25074040650932466
STAR50,126,4,cf_mom20_dispersion,0.2507078842316423
STAR50,126,4,cf_mom60_dispersion,0.24924517326173734
STAR50,126,4,cf_amount_ratio20_top20_chg20,0.24834429222443613
STAR50,126,4,cf_weighted_above_ma20_z,0.24765853438179558
STAR50,126,6,cf_spread_mom20_ret1d,0.22583947583947578
STAR50,126,6,cf_amount_concentration_top20_z,0.19567073106377678
STAR50,126,6,cf_spread_amount20_ret1d,0.19119119650449287
STAR50,126,6,cf_spread_mom20_next_concentration_chg20,0.1893374599959909
STAR50,126,6,cf_amount_concentration_top20_chg20,0.18201255191120932
STAR50,126,6,cf_amount_ratio20_top20,0.17505130839508581
STAR50,126,6,cf_mom60_dispersion_z,0.174698516841473
STAR50,126,6,cf_crowding_mom20_amount_ratio_chg20,0.17407167864865467
STAR50,126,6,cf_weighted_above_ma20_chg20,0.17073370085244885
STAR50,126,6,cf_mom60_dispersion,0.16813818942082123
STAR50,126,6,cf_amount_ratio20_mean,0.16799892426262336
STAR50,126,6,cf_amount_ratio20_mean_chg20,0.16790791083602963
STAR50,126,8,cf_spread_mom20_ret1d,0.18447019471986617
STAR50,126,8,cf_amount_concentration_top20_z,0.16461091083062693
STAR50,126,8,cf_mom60_dispersion_z,0.16278530806459962
STAR50,126,8,cf_spread_amount20_ret1d,0.14514680811461467
STAR50,126,8,cf_spread_mom20_next_concentration_chg20,0.14282452486476888
STAR50,126,8,cf_crowding_mom20_beta_ratio_z,0.14263480368013554
STAR50,126,8,cf_amount_concentration_top20_chg20,0.13910428755514792
STAR50,126,8,cf_amount_ratio20_top20,0.13319792805696012
STAR50,126,8,cf_crowding_mom20_amount_ratio_chg20,0.13183485527015582
STAR50,126,8,cf_amount_ratio20_mean_chg20,0.1286083303702778
STAR50,126,8,cf_amount_ratio20_mean_z,0.1282029479512682
STAR50,126,8,cf_weighted_above_ma20_chg20,0.12687806993928444
STAR50,252,4,cf_amount_ratio20_top20,0.2582462745670711
STAR50,252,4,cf_spread_mom20_next_concentration_chg20,0.2577092287254356
STAR50,252,4,cf_crowding_mom20_vol_ratio_z,0.25657400842901384
STAR50,252,4,cf_crowding_mom20_amount_ratio_chg20,0.25601038079148625
STAR50,252,4,cf_amount_ratio20_mean_chg20,0.25214931262218265
STAR50,252,4,cf_coverage,0.24905552928180494
STAR50,252,4,cf_weight_concentration_top20,0.24792580537626116
STAR50,252,4,cf_mom60_dispersion,0.2477529615950047
STAR50,252,4,cf_mom20_dispersion,0.247446837930355
STAR50,252,4,cf_up_ratio_1d,0.24465885065740517
STAR50,252,4,cf_crowding_mom20_vol_ratio,0.24261536572881331
STAR50,252,4,cf_crowding_mom20_beta_ratio,0.24240852056141607
STAR50,252,6,cf_amount_ratio20_top20,0.17387462379760546
STAR50,252,6,cf_crowding_mom20_vol_ratio_z,0.17378210959764823
STAR50,252,6,cf_amount_ratio20_mean_chg20,0.171827495635113
STAR50,252,6,cf_spread_mom20_next_concentration_chg20,0.17139834839975754
STAR50,252,6,cf_crowding_mom20_amount_ratio_chg20,0.1681194740672025
STAR50,252,6,cf_coverage,0.1680379655438068
STAR50,252,6,cf_weight_concentration_top20,0.1670116394199078
STAR50,252,6,cf_mom60_dispersion,0.16581335965423524
STAR50,252,6,cf_mom20_dispersion,0.1652377425647691
STAR50,252,6,cf_crowding_mom20_vol_ratio,0.16243314101178874
STAR50,252,6,cf_amount_ratio20_mean,0.16234010032148657
STAR50,252,6,cf_amount_concentration_top20_chg20,0.16230633861481503
STAR50,252,8,cf_amount_ratio20_top20,0.1327103543532612
STAR50,252,8,cf_crowding_mom20_vol_ratio_z,0.13170519924911966
STAR50,252,8,cf_amount_ratio20_mean_chg20,0.13131749440091903
STAR50,252,8,cf_coverage,0.12588430186859276
STAR50,252,8,cf_spread_mom20_next_concentration_chg20,0.12542472224531995
STAR50,252,8,cf_mom20_dispersion,0.12532551367368477
STAR50,252,8,cf_mom60_dispersion,0.1251722907215353
STAR50,252,8,cf_weight_concentration_top20,0.1247449780377213
STAR50,252,8,cf_amount_ratio20_top20_chg20,0.12397165448596378
STAR50,252,8,cf_crowding_mom20_amount_ratio_chg20,0.12374151866241731
STAR50,252,8,cf_crowding_mom20_vol_ratio,0.12263716310770023
STAR50,252,8,cf_amount_ratio20_mean,0.12254008277853923
STAR50,504,4,cf_amount_ratio20_mean_chg20,0.27395768591273945
STAR50,504,4,cf_amount_ratio20_top20_chg20,0.2577831986380464
STAR50,504,4,cf_amount_ratio20_top20,0.24375158719052833
STAR50,504,4,cf_crowding_mom20_vol_ratio_z,0.2357813466305411
STAR50,504,4,cf_mom60_dispersion,0.23136002997477237
STAR50,504,4,cf_mom60_mean,0.2251526095194743
STAR50,504,4,cf_big_down_ratio_z,0.22071716649455364
STAR50,504,4,cf_amount_ratio20_mean,0.217576558075282
STAR50,504,4,cf_amount_ratio20_top20_z,0.20889420223896235
STAR50,504,6,cf_amount_ratio20_mean_chg20,0.19220554502708648
STAR50,504,6,cf_amount_ratio20_top20_chg20,0.18084447612919852
STAR50,504,6,cf_crowding_mom20_amount_ratio_z,0.17206051619191803
STAR50,504,6,cf_amount_ratio20_top20,0.17077751080605935
STAR50,504,6,cf_mom60_mean,0.1669699214350697
STAR50,504,6,cf_mom20_median,0.16286974329580312
STAR50,504,6,cf_crowding_mom20_vol_ratio_z,0.1616362163619922
STAR50,504,6,cf_mom60_dispersion,0.15876548955816738
STAR50,504,6,cf_mom20_mean,0.15738407924237524
STAR50,504,6,cf_spread_mom20_next_concentration_chg20,0.15623415199594293
STAR50,504,6,cf_crowding_mom20_beta_ratio,0.15499892781696603
STAR50,504,6,cf_mom20_dispersion,0.15467188003232119
STAR50,504,8,cf_amount_ratio20_mean_chg20,0.1502593410967286
STAR50,504,8,cf_amount_ratio20_top20_chg20,0.1414172605704245
STAR50,504,8,cf_mom20_median,0.13622985206489274
STAR50,504,8,cf_mom60_mean,0.13488942925732372
STAR50,504,8,cf_amount_ratio20_top20,0.13332581289538212
STAR50,504,8,cf_mom20_mean,0.12868573364060207
STAR50,504,8,cf_mom60_dispersion_z,0.1263758788994516
STAR50,504,8,cf_crowding_mom20_amount_ratio_z,0.12605771400447502
STAR50,504,8,cf_mom60_dispersion,0.12234537355920015
STAR50,504,8,cf_crowding_mom20_vol_ratio_z,0.12222440924316601
STAR50,504,8,cf_big_down_ratio_z,0.12007292957820913
STAR50,504,8,cf_amount_ratio20_mean,0.11865064452608132
